Brand,Price,Rating,Product Link,Image URL
John Jacobs,₹3300,4.8,https://www.lenskart.com/john-jacobs-jj-e16842-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/blue-full-rim-rectangle-john-jacobs-tr-flex-jj-e16842-c1-eyeglasses__dsc5121_23_04_2024.jpg
John Jacobs,₹3300,4.9,https://www.lenskart.com/john-jacobs-jj-e16845-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/blue-gunmetal-blue-full-rim-rectangle-john-jacobs-tr-flex-jj-e16845-c1-eyeglasses__dsc5078_23_04_2024.jpg
John Jacobs,₹4300,4.9,https://www.lenskart.com/john-jacobs-jj-e14688-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/silver-blue-rimless-square-john-jacobs-pro-titanium-jj-e14688-c2-eyeglasses_g_0949_2_jun2023.jpg
John Jacobs,₹3300,4.8,https://www.lenskart.com/john-jacobs-jj-e16146-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/john-jacobs-jj-e16146-c2-eyeglasses_img_0172_26_10_2023.jpg
John Jacobs,₹3300,4.9,https://www.lenskart.com/john-jacobs-jj-e13023-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/blue-brown-full-rim-rectangle-john-jacobs-rich-acetate-jj-e13023--c1-eyeglasses-ted__dsc8458_07_10_2025.jpg
John Jacobs,₹3300,4.8,https://www.lenskart.com/eye:john-jacobs-jj-e70059/m-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/blue-gold-blue-full-rim-round-john-jacobs-supreme-steel-jj-e70059-m-c3-eyeglasses__dsc4871_14_10_2024.jpg
John Jacobs,₹3300,4.9,https://www.lenskart.com/john-jacobs-jj-e16970-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/brown-gold-brown-half-rim-rectangle-john-jacobs-supreme-steel-jj-e16970-c1-eyeglasses__dsc1566_13_05_2024.jpg
OWNDAYS,₹4300,4.8,https://www.lenskart.com/owndays-od-e50006-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//o/i/owndays-od-e50006-c3-eyeglasses__dsc6608_14_06_2024.jpg
OWNDAYS,₹4300,4.9,https://www.lenskart.com/owndays-od-e50030-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//o/i/gold-rimless-square-owndays-titanium-od-e50030-c2-eyeglasses__dsc9139_16_09_2024.jpg
John Jacobs,₹3300,4.9,https://www.lenskart.com/john-jacobs-jj-e14410-c5-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/grey-transparent-full-rim-round-john-jacobs-tr-flex-jj-e14410-c5-eyeglasses_pp_dsc9320.jpg
John Jacobs,₹4300,4.9,https://www.lenskart.com/john-jacobs-jj-e14008l-c7-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/transparent-silver-transparent-full-rim-rectangle-john-jacobs-rich-acetate-jj-e14008l-c7-eyeglasses_img_7150_24_02_2024.jpg
John Jacobs,₹3300,4.8,https://www.lenskart.com/john-jacobs-jj-e13771-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e13771-c1-eyoglass_g_9400.jpg
John Jacobs,₹3300,4.9,https://www.lenskart.com/john-jacobs-jj-e13003-c6-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/black-white-full-rim-rectangle-john-jacobs-rich-acetate-jj-e13003-c6-eyeglasses_dsc5980_16_10_2024.jpg
John Jacobs,₹3300,4.7,https://www.lenskart.com/john-jacobs-jj-e10118-c7-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e10118-c7-eyeglasses_john-jacobs-jj-e10118-c7-eyeglasses_g_2562.jpg
