Brand,Price,Original Price,Discount,Rating,Reviews,Product Link,Image URL
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),4.7,143,https://www.lenskart.com/lenskart-blu-lb-e14067-c4-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-grey-transparent-full-rim-rectangle-lenskart-blu-lb-e14067-c4_lenskart-blu-lb-e14067-c4-eyeglasses_lenskart-blu-lb-e14067-c4-eyeglasses_g_130025_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,102,https://www.lenskart.com/lenskart-blu-lb-e14240-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-round-lenskart-blu-lb-e14240-c1_lenskart-blu-lb-e14240-c1-eyeglasses_lenskart-blu-lb-e14240-c1-eyeglasses_g_482525_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,102,https://www.lenskart.com/lenskart-blu-lb-e14240-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-blue-transparent-full-rim-round-lenskart-blu-lb-e14240-c2_lenskart-blu-lb-e14240-c2-eyeglasses_lenskart-blu-lb-e14240-c2-eyeglasses_g_483925_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,81,https://www.lenskart.com/lenskart-blu-lb-e14241-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-grey-transparent-full-rim-rectangle-lenskart-blu-lb-e14241-c2_lenskart-blu-lb-e14241-c2-eyeglasses_lenskart-blu-lb-e14241-c2-eyeglasses_g_430525_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,81,https://www.lenskart.com/lenskart-blu-lb-e14241-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-screen-glasses:-grey-transparent-full-rim-rectangle-lenskart-blu-lb-e14241-c1_lenskart-blu-lb-e14241-c1-eyeglasses_lenskart-blu-lb-e14241-c1-eyeglasses_g_4846_5july23.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,158,https://www.lenskart.com/lenskart-blu-lb-e14242-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-grey-transparent-full-rim-rectangle-lenskart-blu-lb-e14242-c1_lenskart-blu-lb-e14242-c1-eyeglasses_lenskart-blu-lb-e14242-c1-eyeglasses_g_431225_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.5,70,https://www.lenskart.com/lenskart-blu-lb-e14244-c1-eyeglasse.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-grey-transparent-full-rim-round-lenskart-blu-lb-e14244-c1_lenskart-blu-lb-e14244-c1-eyeglasses_lenskart-blu-lb-e14244-c1-eyeglasses_g_481125_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,158,https://www.lenskart.com/lenskart-blu-lb-e14242-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-brown-transparent-full-rim-rectangle-lenskart-blu-lb-e14242-c3_lenskart-blu-lb-e14242-c3-eyeglasses_lenskart-blu-lb-e14242-c3-eyeglasses_g_481825_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.8,284,https://www.lenskart.com/lenskart-blu-lb-e14255-full-rim-rectangle-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-rectangle-lenskart-blu-lb-e14255-c3_g_2061_6_16_22.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.8,284,https://www.lenskart.com/lenskart-blu-lb-e14255-full-rim-rectangle-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-rectangle-lenskart-blu-lb-e14255-c1_g_2048_6_16_22.jpg
